SMILES,Symbol
C=CC1=C[N+](C)=CC=C1,A1AJY
CC1=C(CCO)C(=O)NN1,A1AJZ
COC1=CC=C([C@@H](CC2=NN=NN2)NC(=O)C2=C3C=CNC3=NC=N2)C=C1,A1AK0
CNC(=O)C1=CC2=C(N[C@H](C3=CC=C4OCCOC4=C3)C(C)C)N=CN=C2N1,A1AK1
CC(C)[C@H](NC1=C2C=CNC2=NC=N1)C1=CC=C2CCCS(=O)(=O)C2=C1,A1AK2
CC(C)[C@H](NC1=C2C=C(C(=O)N[C@H]3CCN(C)C3)NC2=NC=N1)C1=CC=C2CCCS(=O)(=O)C2=C1,A1AK3
CNC(=O)C1=CC(C2=CC3=C(N[C@H](C4=CC=C5CCCS(=O)(=O)C5=C4)C(C)C)N=CN=C3N2)=CC=C1,A1AK4
CNCC1=CC(C2=CC3=C(N[C@H](C4=CC=C5CCCS(=O)(=O)C5=C4)C(C)C)N=CN=C3N2)=CO1,A1AK5
CC(C)[C@H](NC1=C2C=C(C3=C(C#N)N(C)N=C3)NC2=NC=N1)C1=CC=C2CCCS(=O)(=O)C2=C1,A1AK6
CNC(=O)CN1C=C(C2=CC3=C(N[C@H](C4=CC=C5CCCS(=O)(=O)C5=C4)C(C)C)N=CN=C3N2)C=N1,A1AK7
COC1=CC=C(C2=NC([C@H]3CCNC3)=NO2)C=C1,A1AK9
CC1=C2CNCCN2N=C1,A1AKA
CN(C)C(=O)N1CCNCC1,A1AKB
CN1C=C(NC(=O)C2=CC=CC=C2C(F)(F)F)C=N1,A1AKC
CC(C)[C@@H]1C(=O)NCCN1C1=C2C=CNC2=NC=N1,A1AKD
O=C(N[C@H](C(=O)O)C1=CC2=C(C=C1)OCC2)C1=C2C=CNC2=NC=N1,A1AKE
O=C(O)C[C@@H](NC(=O)C1=C2C=CNC2=NC=N1)C1=CC=C(F)C=C1,A1AKF
O=C(O)C[C@H](NC(=O)C1=NC=NC2=C1C=CN2)C1=CC=NC=C1,A1AKG
CN(C)C1=CC=C(C(=O)N[C@@H](CC(=O)O)C2=CC=C(Br)C=C2)N=C1,A1AKH
CN1N=CC2=C1N=CC=C2C(=O)N[C@@H](CC(=O)O)C1=CC=C(Br)C=C1,A1AKI
CC(=O)NC1=NC=C(CN2CCCCC2)S1,A1AKL
CC(=O)NC1=NC(F)=C(CN2CC[C@H](OCC3=NOC(C)=N3)C[C@@H]2C)S1,A1AKM
[H]/N=C(\N=C(\NS(=O)(=O)C1=CC=C(C(F)(F)F)C=C1)N1C[C@H](C2=CC=CC=C2)C(C2=CC=C(Cl)C=C2)=N1)NC(C)=O,A1AKN
[H]/N=C(\C)N=C(NS(=O)(=O)C1=CC=C(C(F)(F)F)C=C1)N1C[C@H](C2=CC=CC=C2)C(C2=CC=C(Cl)C=C2)=N1,A1AKO
O=C(O)C[C@@H](NC(=O)C1=CC=C2NC=CC2=N1)C1=CC=C(Br)C=C1,A1AKP
O=C(O)C[C@H](NC(=O)C1=CC2=C(N=C1)NC=C2)C1=CC=C(Br)C=C1,A1AKQ
CN1C(C(=O)O)=C(NC(=O)C2=CC=C(NC(=O)NC3CC3)C=C2)C2=C1N=CC=C2,A1AKR
O=C(O)[C@@H](NC1=C2C=CNC2=NC=N1)C1=CC2=C(C=C1)OCCO2,A1AKS
CC(C)[C@@H](NC1=C2C=CNC2=NC=N1)C(=O)O,A1AKT
O=C(O)[C@H]1C[C@@H](O)CN1C1=NC=NC2=C1C=CN2,A1AKU
O=C(O)[C@H](CC1CC1)NC1=NC=NC2=C1C=CN2,A1AKV
CS(=O)(=O)NC1=CC=CC([C@@H](CC(=O)O)NC(=O)C2=C3C=CNC3=NC=N2)=C1,A1AKZ
CC(C)[C@H](NC1=C2C=CNC2=NC=N1)C1=CN(C)N=C1,A1AL0
CC(C)[C@H](NC1=C(Cl)C(N)=NC=N1)C1=CC=C2CCCS(=O)(=O)C2=C1,A1AL1
O=C(O)C[C@@H](SC/C=N\O)C(=O)O,A1AL2
O=C(C1=CC=CO1)N1CCN(CC2=CC(C3=C4C=NNC4=CC=C3)=CC=C2OCCCN2CCOCC2)CC1,A1AL3
COC1=CC=C([C@H](NC(=O)C2=C3C=CNC3=NC=N2)[C@H](C)C2=NN=NN2)C=C1,A1AL4
CNC(=O)C1=CC2=C(N[C@H](C3=CC=C4CCCS(=O)(=O)C4=C3)C(C)C)N=CN=C2N1,A1AL5
CC(C)[C@H](NC1=C2C=C(C3=C(C#N)N(C)N=C3)NC2=NC=N1)C1=CC=C2OCC(=O)NC2=N1,A1AL6
CC(C)[C@H](NC1=C2C=C(C3=CN(CC(=O)N(C)C)N=C3)NC2=NC=N1)C1=CC=C2OCCOC2=C1,A1AL7
NC1=CC2=C(C=CN2)C=C1,A1ALA
NC1=CC=CC(C2=NC3=C(C=CC=N3)O2)=C1,A1ALB
CN(C)C(=O)CCCC[C@H](N)C(=O)O,A1ALE
O=C(NC1=CC(C(=O)NC2=CC=C(S(=O)(=O)O)C=C2S(=O)(=O)O)=CC(C(=O)NC2=CC=C(S(=O)(=O)O)C=C2S(=O)(=O)O)=C1)NC1=CC(C(=O)NC2=C(S(=O)(=O)O)C=C(S(=O)(=O)O)C=C2)=CC(C(=O)NC2=CC=C(S(=O)(=O)O)C=C2S(=O)(=O)O)=C1,A1ALI
B1(n2c(cc(c2C(=C3[N]1=C(C=C3C)C)CCCCCCCCCCC(=O)OC[C@H](CO)O)C)C)(F)F,A1ALJ
CN1N=CC(C2=CC3=C(N[C@H](C4=CC=C5OCCOC5=N4)C(C)(C)C)N=CN=C3N2)=C1C#N,A1ALQ
CC(C)[C@H](NC1=C2C=C(C3=CN(C)N=C3)NC2=NC=N1)C1=CC=C2CCNS(=O)(=O)C2=C1,A1ALR
CC(C)[C@H](NC1=C2C=CNC2=NC=N1)C1=[SH]CCC1,A1ALS
COC1=C(OC)C2=C(C(N3C[C@@H](C)N4C(=C(CCCOC5=CC(C)=C(Cl)C(C)=C5)C5=CC=C(Cl)C(C6=C(C)N(C)N=C6C)=C54)C3=O)=C1)N(C)C(C(=O)O)=C2,A1ALT
CC(C)[C@@H](NC1=C2C=CNC2=NC=N1)C(F)F,A1ALY
CC1=NOC(C(=O)NC[C@H]2CCOC2)=C1,A1AM0
CCC(=O)NCC1=NN=C2CCCCN21,A1AM1
C[C@@H]1CN(C2=CC=C(C3=CC(C(=O)NCCOCCOCCOCCOCCNC(=O)/C=C/C4=C(C5=CC=C(Cl)C=C5F)C(C(=O)N[C@@H](CC(N)=O)C5=CC=C(F)C(Cl)=C5)=CN4)=CC=C3F)C=C2NC(=O)C2=CNC(=O)C=C2C(F)(F)F)C[C@H](C)N1C,A1AM2
CN1C=CC(NCC2=CC=CC=C2)=N1,A1AM3
COC1=CC=CC=C1NC(N)=S,A1AM4
CNCC1=CC=C(C(F)(F)F)C=C1,A1AM5
CC(C)N1CCN(C2=NC=CC=N2)CC1,A1AM6
O=C1C=CN=CN1CCO,A1AM7
COC(=O)C1=CC=NC=C1N,A1AM8
CN1CC[C@@H](OC2=CC=CC(F)=C2)C1=O,A1AM9
CC(C)[C@H](NC1=C2C=C(C3=C(C#N)N(C)N=C3)NC2=NC=N1)C1=CC=C2OCCOC2=N1,A1AMD
CCNC(=O)C1=CC2=C(N=CN=C2N[C@H](C2=CC=C3CCCS(=O)(=O)C3=C2)C(C)C)N1,A1AME
CNC(=O)C1=CNC2=NC=NC(N[C@H](C3=CC=C4CCCS(=O)(=O)C4=C3)C(C)C)=C12,A1AMF
CC(C)[C@H](NC1=C2C(C(=O)NC3CC3)=CNC2=NC=N1)C1=CC=C2CCCS(=O)(=O)C2=C1,A1AMG
CC(C)[C@H](NC1=C2CCNC2=NC=N1)C1=CC=C2OCC[S@](=O)C2=C1,A1AMI
CCNC(=O)C1=CC2=C(N=CN=C2N[C@H](C2=CC=C3N=CN(C)C(=O)C3=C2)C(C)C)N1,A1AMJ
CCNC(=O)C1=CC2=C(N=CN=C2N[C@H](C2=CC=C3OCCS(=O)(=O)C3=C2)C(C)C)N1,A1AMK
CC(C)[C@H](NC1=C2C=CNC2=NC=N1)C1=CC=C2OCCS(=O)(=O)C2=C1,A1AML
N[C@@H](CC1=CC=C(CC2=CC=CC=C2)C=C1)C(=O)O,A1AMM
CC(C)[C@H](NC=O)C(=O)NCC(=O)NCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)O,A1AMN
CC(C)(COP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCNC(=O)CN,A1AMO
CCNC(=O)C1=CC2=C(N=CN=C2N[C@H](C2=CC=C3CCNS(=O)(=O)C3=C2)C(C)C)N1,A1AMP
CCNC(=O)C1=CC2=C(N=CN=C2N[C@H](C2=CC=C3CCCS(=O)(=O)C3=C2)C2CC2)N1,A1AMQ
CC(C)[C@H](NC1=C2C=C(C3=CN(CC(N)=O)N=C3)NC2=NC=N1)C1=CC=C2CCCS(=O)(=O)C2=C1,A1AMR
CC(C)[C@H](NC1=C2C=C(C3=CN4C=NC=C4C=C3)NC2=NC=N1)C1=CC=C2CCCS(=O)(=O)C2=C1,A1AMS
CC(C)[C@H](NC1=NC=NC2=C1N=CN2)C1=CC=C2CCCS(=O)(=O)C2=C1,A1AMT
C[C@H](C(=O)O)[C@@H](NC(=O)C1=C2C=CNC2=NC=N1)C1=CC=C(Br)C=C1,A1AMU
CCNC(=O)C1=CC2=C(N=CN=C2N[C@H](C2=CC=NC(N)=C2)C(C)C)N1,A1AMV
CC(C)[C@H](NC1=C2C=C(C3=CC(=O)N(C)C=C3)NC2=NC=N1)C1=CC=C2CCCS(=O)(=O)C2=C1,A1AMW
CC[C@@H]1CN(S(=O)(=O)N(C)C)CCO1,A1AMX
FC1=CC=CC=C1CNC1CCOCC1,A1AMY
NS(=O)(=O)C1=CN=C2C=CC=NN12,A1AMZ
CC(C)[C@H](NC1=C2C=C(Br)NC2=NC=N1)C1=CC=C2CCCS(=O)(=O)C2=C1,A1AN0
CC1=NNC(C2=CC=C(CC(=O)NCCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)O)C=C2)=C2CC[C@@H](OC(=O)NCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)O)CCC[C@@H]12,A1AN1
CC(C)[C@H](NC1=C2C=C(C3=CN=C(N)N=C3)NC2=NC=N1)C1=CC=C2CCCS(=O)(=O)C2=C1,A1AN2
CC(C)[C@H](NC1=C2C=C(C3=CN=C(N4CC(O)C4)N=C3)NC2=NC=N1)C1=CC=C2CCCS(=O)(=O)C2=C1,A1AN3
CCNC(=O)C1=CC2=C(N=CN=C2N[C@H](C2=CC=C3OCCOC3=C2)C(C)C)N1,A1AN4
CC(C)[C@H](NC1=C2OCCOC2=NC=N1)C1=CC=C2CCCS(=O)(=O)C2=C1,A1AN5
CC1=NNC(C2=CC=C(CC(=O)NCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)O)C=C2)=C2CC[C@@H](OC(=O)NCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)O)CCC[C@@H]12,A1AN7
N[C@@H]1CCN(C[C@H](O)COC2=CC(Cl)=C(Cl)C=C2)C1,A1AN8
CC1=C(NC2=C(F)C=CC(NS(=O)(=O)CCCF)=C2Cl)C=CC2=C1C(=O)N(C)C=N2,A1AN9
CN1C=C(N)C(C(=O)NC2CCC2)=N1,A1ANA
CC1=CC(C)=C(NC(=O)CO)C(C)=C1,A1ANB
CCN(CC)C(=O)C1=CC=C(N)C=C1,A1ANC
CC1=CC=CC=C1OCC(=O)N(C)C,A1AND
OC1=NN=C(C2=CC=CC=C2)O1,A1ANE
O=C(CN1CCCC1)C1=CC=CC=C1Cl,A1ANF
FC1=CC=C(C[C@@H]2CCCNC2)C=C1,A1ANG
N#CC1=COC=N1,A1ANH
CCNC(=O)C1=CC2=C(N=CN=C2N[C@H](C2=CC=C3N=C(NC(C)=O)SC3=C2)C(C)C)N1,A1ANI
CC(=O)N1CCN(CC2=CC(C3=CC4=C(N[C@H](C5=CC=C6CCCS(=O)(=O)C6=C5)C(C)C)N=CN=C4N3)=CC=C2)CC1,A1ANJ
CC(C)[C@H](NC1=C2C=C(C3=CC4=NN=CN4C=C3)NC2=NC=N1)C1=CC=C2CCCS(=O)(=O)C2=C1,A1ANK
CC(C)[C@H](NC1=C2C=C(C3=CC=C(S(=O)(=O)NCCO)C=C3)NC2=NC=N1)C1=CC=C2CCCS(=O)(=O)C2=C1,A1ANL
C[C@@H]1CN(C2=CC=C(C3=CC(C(=O)NCCOCCOCCOCCOCCNC(=O)CN4C=C(C5=C(C6=CC=C(Cl)C=C6F)C(C(=O)N[C@@H](CC(N)=O)C6=CC=C(F)C(Cl)=C6)=CN5)C=N4)=CC=C3F)C=C2NC(=O)C2=CNC(=O)C=C2C(F)(F)F)C[C@H](C)N1C,A1ANM
C[C@@H]1CN(C2=CC=C(C3=CC(C(=O)NCCOCCOCCOCCOCCOCCOCCNC(=O)/C=C/C4=C(C5=CC=C(Cl)C=C5F)C(C(=O)N[C@@H](CC(N)=O)C5=CC=C(F)C(Cl)=C5)=CN4)=CC=C3F)C=C2NC(=O)C2=CC=C(F)C=C2C(F)(F)F)C[C@H](C)N1C,A1ANN
CC(C)[C@H](NC1=C2C=CNC2=NC=N1)C1=CC=C2CCCS(=O)(=O)C2=N1,A1ANP
CC(C)[C@H](NC1=C2C=C(C3=C(C#N)N(C)N=C3)NC2=NC=N1)C1=CC=C2OCC(=O)NC2=C1,A1ANQ
CC(C)[C@H](NC1=C2C=C(C(=O)NC3CN(C)C3)NC2=NC=N1)C1=CC=C2CCCS(=O)(=O)C2=C1,A1ANR
CNS(=O)(=O)C1=CC2=C(N[C@H](C3=CC=C4CCCS(=O)(=O)C4=C3)C(C)C)N=CN=C2N1,A1ANS
CC1=CN([C@@H]2OC[C@H](OP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@H]2O)C(=O)NC1=O,A1ANT
CC(C)[C@H](NC1=C2C=C(C3=CC=C4NC(=O)C(C)(C)C4=C3)NC2=NC=N1)C1=CC=C2CCCS(=O)(=O)C2=C1,A1ANU
CC(C)[C@H](NC1=C2C=C(S(C)(=O)=O)NC2=NC=N1)C1=CC=C2CCCS(=O)(=O)C2=C1,A1ANV
CC(C)[C@H](NC1=C2C=C(C3=CCOC3)NC2=NC=N1)C1=CC=C2CCCS(=O)(=O)C2=C1,A1ANW
CC(C)[C@H](NC1=C2C=C(C3=CNN=C3)NC2=NC=N1)C1=CC=C2CCCS(=O)(=O)C2=C1,A1ANX
CC(C)[C@H](NC1=C2C=C(C3=CN(C)C(=O)C=C3)NC2=NC=N1)C1=CC=C2CCCS(=O)(=O)C2=C1,A1ANY
CC(C)[C@H](NC1=C2C=C(C3=CC=NC(OCCN(C)C)=C3)NC2=NC=N1)C1=CC=C2CCCS(=O)(=O)C2=C1,A1ANZ
CC(=O)N1[C@@H]2CC[C@H]1C1=C(N[C@H](C3=CC=C4CCCS(=O)(=O)C4=C3)C(C)C)N=CN=C1C2,A1AOA
CC(C)[C@H](NC1=C2C=C(C(=O)N[C@@H]3CCN(C)C3)NC2=NC=N1)C1=CC=C2CCCS(=O)(=O)C2=C1,A1AOB
CC(C)[C@H](NC1=C2C=C(C3=CN(C)N=C3)NC2=NC=N1)C1=CC=C2CCCS(=O)(=O)C2=C1,A1AOC
NC1CCN(C[C@@H](O)COC2=CC=CC(C(F)(F)F)=C2)CC1,A1AOE
O[C@@H](CNC1[C@H]2CNC[C@H]12)COC1=CC(Cl)=CC(Cl)=C1,A1AOF
CCN1C(C2=CC=CN=C2[C@H](C)OC)=C2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@@H](NC(=O)[C@H](C(C)C)N(C)C(C)=O)CC3=NC(=CS3)C3=CC=C1C2=C3,A1AOH
CCC(=O)N1CC[C@H](C(=O)N(C)[C@H](C(=O)N[C@H]2CC3=CC(=CC(O)=C3)C3=CC=C4C(=C3)C(=C(C3=CC=CN=C3[C@H](C)OC)N4CC)CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C2=O)C(C)C)C1,A1AOL
O[C@H](COC1=CC(Cl)=C(Cl)C=C1)CN1CCC(NC2=NC=CC(C(F)(F)F)=N2)CC1,A1AON
COC1=CC=C(C(=O)NCC2=CC(C(C)C)=NO2)C=C1OC1CCN(C)CC1,A1AOW
N[C@H](CC1=CC=C(OP(=O)(O)O)C=C1)C(=O)O,A1AP1
O=C1CC[C@H](NC(=O)C2=CSC=N2)CN1,A1AP2
CCC1=NC(CN2C=CC=CC2=O)=NO1,A1AP3
O=C1NCCN[C@@H]1CC1CCCCC1,A1AP4
CCOC1=C(C(=O)N(C)C)C=CC=N1,A1AP5
CC1=C(C(=O)NCC(=O)N(C)C)SC=N1,A1AP6
CC1=C(C2=CC=NC=C2)NN=C1,A1AP7
CC1=NC=CN1C[C@H](C)O,A1AP8
O=C1NC(=O)[C@@]2(CCCNC2)N1,A1AP9
CC(C)C1=NC(CN(C)C(=O)N[C@@H](CCN2CCOCC2)C(=O)N[C@H](CC[C@H](CC2=CC=CC=C2)NC(=O)OCC2=CN=CS2)CC2=CC=CC=C2)=CS1,A1APA
CC(=O)N[C@@H]1[C@@H](NC(C)=O)[C@@H](OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](N3C=CC(=O)NC3=O)[C@H](O)[C@@H]2O)OC[C@@H]1OCC1=C(COP(=O)(O)O)C=NC(C)=C1O,A1APE
CN1C=C(C2=CN=C(N)C(C(=O)N[C@H]3CCC[C@@H]3OCC3=CC=C(C4=CC=C(C(C)(C)N5CCN(CC=O)CC5)C=C4)C=C3)=C2)C=N1,A1APF
CN1C=C(NC2=C(C(N)=O)N=C(C3CN(C(=O)NC4=CC=C(C5=CC=CC=C5)C=C4)C3)C=N2)C=N1,A1APG
CN1C=C(NC2=NC=C(C3CN(C4=NC5=CC=C(OCCC(C)(C)O)C=C5O4)C3)N=C2C(N)=O)C=N1,A1APH
COCCNC(=O)/C=C/C1=C(C2=CC=C(Cl)C=C2F)C(C(=O)N[C@@H](CC(N)=O)C2=CC=C(F)C(Cl)=C2)=CN1,A1API
CN1C=C(C2=C(C3=CC=C(Cl)C=C3F)C(C(=O)N[C@@H](CC(N)=O)C3=CC=C(F)C(Cl)=C3)=CN2)C=N1,A1APJ
COCOC1=CC=C(C2=NC(CC(=O)NCC(=O)O)=CS2)C(Cl)=C1,A1APK
CC1=C(C2=CC3=CC(NC(=O)O[C@H]4COC[C@@H]4C)=NC=C3C(N)=C2F)C=NC2=C1NCCO2,A1APL
O=C(NC1=CC2=C(C=C1C(=O)C1=CC=CC=C1)OCCO2)C1=CC=CC=C1Br,A1APN
CC1=CC=NC=C1C1=CC2=CC(NC(=O)[C@H]3C[C@@H]3C#N)=NC=C2C(N)=C1,A1APO
CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)C3=CC=C(O)C=C3)[C@H]2SC1,A1APP
CNC(=O)C1=C(C(N)=O)N=C2C3=C(C=CC(C#C[C@]4(O)CCN(C)C4=O)=C3)C3CC(C3)N21,A1APQ
CC1=C(C2=CC3=CC(NC4=NN5CC(=O)N(C)CCC5=C4)=NC=C3C(N)=C2F)C=NC=C1N,A1APR
O=C(O)CNC(=O)CC1=CSC(C2=CC3=CC=CC=C3C=C2)=N1,A1APS
COCCOC1=CC=CC2=C1C=C(C1=NC(CC(=O)NCC(=O)O)=CS1)C=C2,A1APT
CNC(=O)[C@H](CC1=CC=C(C)C(OC)=C1)NC(=O)CSC1=CC=C2C=CC=CC2=C1C1=CC(OCC2=CC=CC=C2)=CN=C1,A1APU
C=CCN1CC[C@]23C4=C5C=CC(O)=C4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,A1APV
O=C(O)C1=CC=C(/N=N/C2=CC=CC=C2)C=C1,A1APX
CS(=O)(=O)N1CC2(C1)C(=O)N(CC1=NC3=CC(Cl)=CC=C3N1CCCC(F)(F)F)C1=CC=CC=C12,A1APZ
CN1C=CN=C1C(=O)C1=CC=C(NC(=O)C[C@H](C(=O)O)C2=CC=C(C(F)(F)F)C=C2)C=C1,A1AQ0
NC1=C(Cl)C(SC2=CN=C(N3CCC4(CC3)CC3=CC=CC=C3[C@H]4N)N=N2)=CC=N1,A1AQ1
CCC(=O)N(CC1=CC=CC(CO)=C1)C1CCN(CCC2=CC=CC=C2)CC1,A1AQ2
N[C@H](CC1=CC=C(C2=CC=CC=C2)C=C1)C(=O)O,A1AQ4
CC1=C(NC(=O)C2=CC=CO2)C(C)=C(/C=C2\C(=O)N=C3CC=C(C(=O)N[C@H](C)C4=CC=C(F)C=C4)C=C32)N1,A1AQ6
CC1=C(NC(=O)C2=COC=C2)C(C)=C(/C=C2\C(=O)N=C3CC=C(C(=O)N[C@H](C)C4=CC=C(F)C=C4)C=C32)N1,A1AQ7
CC1=C(NC(=O)[C@@H]2CCC(=O)O2)C(C)=C(/C=C2\C(=O)NC3=CC=C(C(=O)N[C@H](C)C4=CC=C(F)C=C4)C=C23)N1,A1AQ8
CC1=C(C(=O)NC2=C(C)NC(/C=C3\C(=O)N=C4CC=C(C(=O)N[C@H](C)C5=CC=C(F)C=C5)C=C43)=C2C)N2C=CC=CC2=N1,A1AQ9
C[C@H]1CCCCN1C(=O)C1=CN=CC=N1,A1AQA
CC1=NN(C2=CC=CC(N)=C2)C(=O)C1,A1AQB
OCC1=CC2=C(C=C1)OCC2,A1AQC
COC(=O)[C@@]1(CC2=CC=C(F)C=C2)CCNC1,A1AQD
COC(=O)[C@]1(CC2=CC=C(F)C=C2)CCNC1,A1AQE
N#C[C@@H]1CCS(=O)(=O)C1,A1AQF
O=C(C1=CC=CC=C1F)N1CCNCC1,A1AQG
CC1=NC2=C(C(C)=C1)C(=O)NN2C,A1AQH
CC(C)N1C(N)=NC2=CC=CC=C21,A1AQI
O=C(C1=CC(O)=CC=C1)N1CCOCC1,A1AQJ
CCN1C(CO)=NN(C2=CC3=C(C=C2F)C(=O)N(C2=CC=CC=C2C)C=C3C(C)C)C1=O,A1AQK
CCN1C(CO)=NN(C2=CC3=C(C=C2F)C(=O)N(C2=CC=CC=C2C)C=C3[C@@H](C)C(F)(F)F)C1=O,A1AQL
CCN1C(CO)=NN(C2=CC3=C(C=C2F)C(=O)N(C2=C(F)C=CC=C2Cl)C=C3C(C)C)C1=O,A1AQM
NC1=C2N=CN([C@@H]3O[C@@H](CO)[C@@H](OP(=O)(O)S)[C@H]3O)C2=NC=N1,A1AQN
CC(C)(C)[C@H](NC(=O)C1=CC2=CC(C(F)(F)P(=O)(O)O)=CC=C2S1)C(=O)N1C[C@@H](OCCCCCC#CC2=CC=CC3=C2CN([C@@H]2CCC(=O)NC2=O)C3=O)C[C@H]1C(=O)N1CCO[C@H](C2=CC=CC=C2)C1,A1AQQ
CC(C)=C[C@H]1[C@H](C(=O)NC2=CC=C(C3=NC=CC=N3)C(Br)=N2)C1(C)C,A1AQR
CC(=O)NC1=CC=C(SC2=NN3C(N)=NN=C3C=C2)C=C1,A1AQS
NS(=O)(=O)C1=CC=C(CCNC=S)C=C1,A1AQT
CS(=O)(=O)NC1=CC=C(CNC=S)C=C1,A1AQU
OC1(O)C2(Cl)[C@@]3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)[C@](Cl)(C1(Cl)[C@]53Cl)[C@]24Cl,A1AQV
CC1=C(O)C(/C=N/CC(=O)O)=C(COP(=O)(O)O)C=N1,A1AQW
CN1C=CN=C1C(=O)C1=CC=C(NC(=O)C[C@@H](C(=O)O)C2=CC=C(C(F)(F)F)C=C2)C=C1,A1AR0
CN1N=CC2=C1N=CN=C2NC1=CC=CC=C1Cl,A1ARL
CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](N3C=C(C4CC4)N=N3)C(C)(C)C)C=C2)SC=N1,A1ARP
CN1CCC(NC2=C3C=C(C#CCNC4=CC=C(C(C)(C)C#N)N=C4)N(CC(F)(F)F)C3=CC=C2)CC1,A1ARZ
N[C@@H](CC1=C([SeH])N=CN1)C(=O)O,A1AS0
NCC1=CC=C(S(=O)(=O)NC2=CC=C(C3=NC4=CC(NS(=O)(=O)C5=CC=C(Cl)S5)=CC=C4O3)C=C2)C=C1,A1AS6
[H]/N=C(\NO)C(C)C,A1ASB
CC1=CC=CC(NC(=S)NCCN(C)C)=C1,A1ASK
CC1=CC=C(NC2=CC(C)=NC3=NN=CN23)C(C)=C1,A1ASL
CCCN1CC(COC2=CC=C([C@@H]3C4=CC=C(O)C=C4CC4(CC4)N3C(=O)C3=CC=CC=C3)C=C2)C1,A1ASN
CN1CCN(C2=NC(NC3=CC=C(O)C=C3)=NC3=CC=CC=C23)CC1,A1ASW
C[C@H]1CN(C2=NC(NC3=CC=C(O)C=C3)=NC3=CC=CC=C23)CCCN1,A1ASX
CC(C)N1CCN(C2=C3CCCCC3=NC(NC3=CC=C4NC=CC4=C3)=N2)CC1,A1ASY
N[C@@H](CC1=C(S)NC=N1)C(=O)O,A1ASZ
CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/C[C@]12O[C@@]1(C)C(=O)C1=CC=CC=C1C2=O,A1AT1
COCCOC1=CC=CC=C1C1=NN=C(NC2=CC=C(CC(N)=O)C=C2F)C2=C1SC=C2,A1ATF
CC/C=C/CC/C=C\C=C\CCC/C=C/CCC(=O)OC[C@@H](COP(=O)(O)OC[C@H](O)CO)OC(=O)/C=C/CCCCC/C=C/CC/C=C/CC,A1ATG
NC1=NC2=C(C=C(C(=O)N3CCOC[C@@H]3C3=CC=C(C(F)(F)F)C=C3)N=C2)C2=C1COC2,A1ATH
CCCCC1=NC(Cl)=C(C(=O)O)N1CC1=CC=C(C2=CC=CC=C2C2=NN=NN2)C=C1,A1ATL
CN1CCC[C@@H](NCCC2=NSC3=CC=CC=C23)C2=C1C=CC=C2,A1ATP
O=C1N=C(NS(=O)(=O)C2=CC=CC3=C2C=CC=C3)S/C1=C\C1=CC=CC=C1OC1=CC=CC=C1,A1ATQ
O=C1N=C(NS(=O)(=O)C2=CC=C3C=CC=CC3=C2)S/C1=C\C1=CC=CC=C1OC1=CC=CC=C1,A1ATR
CN1C=CC(C2CC(N(C3=CC(F)=C(NC(=O)C4=CC=NN(C5=CC=C(F)C=N5)C4=O)C=C3F)C3=NC=CN4N=CC=C34)C2)=N1,A1ATS
COCC#CC1=C(C2=CC=C(Cl)C=C2F)C(C(=O)N[C@@H](CC(N)=O)C2=CC=C(F)C(Cl)=C2)=CN1,A1ATT
CC1=CC=CC(NC2=CC=NC=C2S(=O)(=O)NC(=O)NC(C)C)=C1,A1ATU
C[C@@H](NCCC1=NSC2=CC=CC=C12)C1=CC=CC2=C1OCO2,A1ATX
O=C(O)[C@@H](CNC(=O)[C@@H]1C[C@@H]2CC[C@H]1C21CC1)OC1=CC=CC=C1,A1AU0
O=S(=O)(NC1=C2C=CN=CC2=C(F)C=C1)C1=CC(Cl)=CC(Cl)=C1O,A1AU1
CC1=CC=CN=C1C1=CC=NC2=C(C3CCCCC3)C=NN12,A1AU4
CC(=O)N1CCC2=C1C=CC=C2NS(=O)(=O)C1=CC=CC(Cl)=C1O,A1AU5
COC1=NC(C)=NC(NC(=O)NS(=O)(=O)C2=CC=CC=C2OCCCl)=N1,A1AUE
C[C@H](NC1=CC=C2N=CC(CO)=CC2=C1)C(=O)NC1=CC=C(Cl)C(N2CCOCC2)=C1,A1AUF
COC1=NC(NC(=O)NS(=O)(=O)C2=CC=CC=C2OCCF)=NC(C)=C1,A1AUH
COC1=NC(NC(=O)NS(=O)(=O)C2=CC=CC=C2OCCCl)=NC(C)=C1,A1AUL
